#id sdkAdded compatAdded codepoints
108D87 30 7 1F469 1F3FF 200D 2764 200D 1F48B 200D 1F469 1F3FE
108D88 30 7 1F469 1F3FF 200D 2764 200D 1F48B 200D 1F469 1F3FF
108D89 30 7 1F469 1F3FB 200D 2764 200D 1F468 1F3FB
108D8A 30 7 1F469 1F3FB 200D 2764 200D 1F468 1F3FC
108D8B 30 7 1F469 1F3FB 200D 2764 200D 1F468 1F3FD
108D8C 30 7 1F469 1F3FB 200D 2764 200D 1F468 1F3FE
108D8D 30 7 1F469 1F3FB 200D 2764 200D 1F468 1F3FF
108D8E 30 7 1F469 1F3FB 200D 2764 200D 1F469 1F3FB
108D8F 30 7 1F469 1F3FB 200D 2764 200D 1F469 1F3FC
108D90 30 7 1F469 1F3FB 200D 2764 200D 1F469 1F3FD
108D91 30 7 1F469 1F3FB 200D 2764 200D 1F469 1F3FE
108D92 30 7 1F469 1F3FB 200D 2764 200D 1F469 1F3FF
108D93 30 7 1F469 1F3FC 200D 2764 200D 1F468 1F3FB
108D94 30 7 1F469 1F3FC 200D 2764 200D 1F468 1F3FC
108D95 30 7 1F469 1F3FC 200D 2764 200D 1F468 1F3FD
108D96 30 7 1F469 1F3FC 200D 2764 200D 1F468 1F3FE
108D97 30 7 1F469 1F3FC 200D 2764 200D 1F468 1F3FF
108D98 30 7 1F469 1F3FC 200D 2764 200D 1F469 1F3FB
108D99 30 7 1F469 1F3FC 200D 2764 200D 1F469 1F3FC
108D9A 30 7 1F469 1F3FC 200D 2764 200D 1F469 1F3FD
108D9B 30 7 1F469 1F3FC 200D 2764 200D 1F469 1F3FE
108D9C 30 7 1F469 1F3FC 200D 2764 200D 1F469 1F3FF
108D9D 30 7 1F469 1F3FD 200D 2764 200D 1F468 1F3FB
108D9E 30 7 1F469 1F3FD 200D 2764 200D 1F468 1F3FC
108D9F 30 7 1F469 1F3FD 200D 2764 200D 1F468 1F3FD
108DA0 30 7 1F469 1F3FD 200D 2764 200D 1F468 1F3FE
108DA1 30 7 1F469 1F3FD 200D 2764 200D 1F468 1F3FF
108DA2 30 7 1F469 1F3FD 200D 2764 200D 1F469 1F3FB
108DA3 30 7 1F469 1F3FD 200D 2764 200D 1F469 1F3FC
108DA4 30 7 1F469 1F3FD 200D 2764 200D 1F469 1F3FD
108DA5 30 7 1F469 1F3FD 200D 2764 200D 1F469 1F3FE
108DA6 30 7 1F469 1F3FD 200D 2764 200D 1F469 1F3FF
108DA7 30 7 1F469 1F3FE 200D 2764 200D 1F468 1F3FB
108DA8 30 7 1F469 1F3FE 200D 2764 200D 1F468 1F3FC
108DA9 30 7 1F469 1F3FE 200D 2764 200D 1F468 1F3FD
108DAA 30 7 1F469 1F3FE 200D 2764 200D 1F468 1F3FE
108DAB 30 7 1F469 1F3FE 200D 2764 200D 1F468 1F3FF
108DAC 30 7 1F469 1F3FE 200D 2764 200D 1F469 1F3FB
108DAD 30 7 1F469 1F3FE 200D 2764 200D 1F469 1F3FC
108DAE 30 7 1F469 1F3FE 200D 2764 200D 1F469 1F3FD
108DAF 30 7 1F469 1F3FE 200D 2764 200D 1F469 1F3FE
108DB0 30 7 1F469 1F3FE 200D 2764 200D 1F469 1F3FF
108DB1 30 7 1F469 1F3FF 200D 2764 200D 1F468 1F3FB
108DB2 30 7 1F469 1F3FF 200D 2764 200D 1F468 1F3FC
108DB3 30 7 1F469 1F3FF 200D 2764 200D 1F468 1F3FD
108DB4 30 7 1F469 1F3FF 200D 2764 200D 1F468 1F3FE
108DB5 30 7 1F469 1F3FF 200D 2764 200D 1F468 1F3FF
108DB6 30 7 1F469 1F3FF 200D 2764 200D 1F469 1F3FB
108DB7 30 7 1F469 1F3FF 200D 2764 200D 1F469 1F3FC
108DB8 30 7 1F469 1F3FF 200D 2764 200D 1F469 1F3FD
108DB9 30 7 1F469 1F3FF 200D 2764 200D 1F469 1F3FE
108DBA 30 7 1F469 1F3FF 200D 2764 200D 1F469 1F3FF
108DBB 30 7 1F48F 1F3FB
108DBC 30 7 1F48F 1F3FC
108DBD 30 7 1F48F 1F3FD
108DBE 30 7 1F48F 1F3FE
108DBF 30 7 1F48F 1F3FF
108DC0 30 7 1F491 1F3FB
108DC1 30 7 1F491 1F3FC
108DC2 30 7 1F491 1F3FD
108DC3 30 7 1F491 1F3FE
108DC4 30 7 1F491 1F3FF
108DC5 30 7 1F62E 200D 1F4A8
108DC6 30 7 1F635 200D 1F4AB
108DC7 30 7 1F636 200D 1F32B
108DC8 30 7 1F9D1 1F3FB 200D 2764 200D 1F48B 200D 1F9D1 1F3FC
108DC9 30 7 1F9D1 1F3FB 200D 2764 200D 1F48B 200D 1F9D1 1F3FD
108DCA 30 7 1F9D1 1F3FB 200D 2764 200D 1F48B 200D 1F9D1 1F3FE
108DCB 30 7 1F9D1 1F3FB 200D 2764 200D 1F48B 200D 1F9D1 1F3FF
108DCC 30 7 1F9D1 1F3FC 200D 2764 200D 1F48B 200D 1F9D1 1F3FB
108DCD 30 7 1F9D1 1F3FC 200D 2764 200D 1F48B 200D 1F9D1 1F3FD
108DCE 30 7 1F9D1 1F3FC 200D 2764 200D 1F48B 200D 1F9D1 1F3FE
108DCF 30 7 1F9D1 1F3FC 200D 2764 200D 1F48B 200D 1F9D1 1F3FF
108DD0 30 7 1F9D1 1F3FD 200D 2764 200D 1F48B 200D 1F9D1 1F3FB
108DD1 30 7 1F9D1 1F3FD 200D 2764 200D 1F48B 200D 1F9D1 1F3FC
108DD2 30 7 1F9D1 1F3FD 200D 2764 200D 1F48B 200D 1F9D1 1F3FE
108DD3 30 7 1F9D1 1F3FD 200D 2764 200D 1F48B 200D 1F9D1 1F3FF
108DD4 30 7 1F9D1 1F3FE 200D 2764 200D 1F48B 200D 1F9D1 1F3FB
108DD5 30 7 1F9D1 1F3FE 200D 2764 200D 1F48B 200D 1F9D1 1F3FC
108DD6 30 7 1F9D1 1F3FE 200D 2764 200D 1F48B 200D 1F9D1 1F3FD
108DD7 30 7 1F9D1 1F3FE 200D 2764 200D 1F48B 200D 1F9D1 1F3FF
108DD8 30 7 1F9D1 1F3FF 200D 2764 200D 1F48B 200D 1F9D1 1F3FB
108DD9 30 7 1F9D1 1F3FF 200D 2764 200D 1F48B 200D 1F9D1 1F3FC
108DDA 30 7 1F9D1 1F3FF 200D 2764 200D 1F48B 200D 1F9D1 1F3FD
108DDB 30 7 1F9D1 1F3FF 200D 2764 200D 1F48B 200D 1F9D1 1F3FE
108DDC 30 7 1F9D1 1F3FB 200D 2764 200D 1F9D1 1F3FC
108DDD 30 7 1F9D1 1F3FB 200D 2764 200D 1F9D1 1F3FD
108DDE 30 7 1F9D1 1F3FB 200D 2764 200D 1F9D1 1F3FE
108DDF 30 7 1F9D1 1F3FB 200D 2764 200D 1F9D1 1F3FF
108DE0 30 7 1F9D1 1F3FC 200D 2764 200D 1F9D1 1F3FB
108DE1 30 7 1F9D1 1F3FC 200D 2764 200D 1F9D1 1F3FD
108DE2 30 7 1F9D1 1F3FC 200D 2764 200D 1F9D1 1F3FE
108DE3 30 7 1F9D1 1F3FC 200D 2764 200D 1F9D1 1F3FF
108DE4 30 7 1F9D1 1F3FD 200D 2764 200D 1F9D1 1F3FB
108DE5 30 7 1F9D1 1F3FD 200D 2764 200D 1F9D1 1F3FC
108DE6 30 7 1F9D1 1F3FD 200D 2764 200D 1F9D1 1F3FE
108DE7 30 7 1F9D1 1F3FD 200D 2764 200D 1F9D1 1F3FF
108DE8 30 7 1F9D1 1F3FE 200D 2764 200D 1F9D1 1F3FB
108DE9 30 7 1F9D1 1F3FE 200D 2764 200D 1F9D1 1F3FC
108DEA 30 7 1F9D1 1F3FE 200D 2764 200D 1F9D1 1F3FD
108DEB 30 7 1F9D1 1F3FE 200D 2764 200D 1F9D1 1F3FF
108DEC 30 7 1F9D1 1F3FF 200D 2764 200D 1F9D1 1F3FB
108DED 30 7 1F9D1 1F3FF 200D 2764 200D 1F9D1 1F3FC
108DEE 30 7 1F9D1 1F3FF 200D 2764 200D 1F9D1 1F3FD
108DEF 30 7 1F9D1 1F3FF 200D 2764 200D 1F9D1 1F3FE
108DF0 30 7 1F9D4 1F3FB 200D 2640
108DF1 30 7 1F9D4 1F3FB 200D 2642
108DF2 30 7 1F9D4 1F3FC 200D 2640
108DF3 30 7 1F9D4 1F3FC 200D 2642
108DF4 30 7 1F9D4 1F3FD 200D 2640
108DF5 30 7 1F9D4 1F3FD 200D 2642
108DF6 30 7 1F9D4 1F3FE 200D 2640
108DF7 30 7 1F9D4 1F3FE 200D 2642
108DF8 30 7 1F9D4 1F3FF 200D 2640
108DF9 30 7 1F9D4 1F3FF 200D 2642
108DFA 30 7 1F9D4 200D 2640
108DFB 30 7 1F9D4 200D 2642
108E21 31 8 1FAC3 1F3FB
108E22 31 8 1FAC3 1F3FC
108E23 31 8 1FAC3 1F3FD
108E24 31 8 1FAC3 1F3FE
108E25 31 8 1FAC3 1F3FF
108E26 31 8 1FAC4 1F3FB
108E27 31 8 1FAC4 1F3FC
108E28 31 8 1FAC4 1F3FD
108E29 31 8 1FAC4 1F3FE
108E2A 31 8 1FAC4 1F3FF
108E2B 31 8 1FAC5 1F3FB
108E2C 31 8 1FAC5 1F3FC
108E2D 31 8 1FAC5 1F3FD
108E2E 31 8 1FAC5 1F3FE
108E2F 31 8 1FAC5 1F3FF
108E30 31 8 1FAF0 1F3FB
108E31 31 8 1FAF0 1F3FC
108E32 31 8 1FAF0 1F3FD
108E33 31 8 1FAF0 1F3FE
108E34 31 8 1FAF0 1F3FF
108E35 31 8 1FAF1 1F3FB 200D 1FAF2 1F3FC
108E36 31 8 1FAF1 1F3FB 200D 1FAF2 1F3FD
108E37 31 8 1FAF1 1F3FB 200D 1FAF2 1F3FE
108E38 31 8 1FAF1 1F3FB 200D 1FAF2 1F3FF
108E39 31 8 1FAF1 1F3FC 200D 1FAF2 1F3FB
108E3A 31 8 1FAF1 1F3FC 200D 1FAF2 1F3FD
108E3B 31 8 1FAF1 1F3FC 200D 1FAF2 1F3FE
108E3C 31 8 1FAF1 1F3FC 200D 1FAF2 1F3FF
108E3D 31 8 1FAF1 1F3FD 200D 1FAF2 1F3FB
108E3E 31 8 1FAF1 1F3FD 200D 1FAF2 1F3FC
108E3F 31 8 1FAF1 1F3FD 200D 1FAF2 1F3FE
108E40 31 8 1FAF1 1F3FD 200D 1FAF2 1F3FF
108E41 31 8 1FAF1 1F3FE 200D 1FAF2 1F3FB
108E42 31 8 1FAF1 1F3FE 200D 1FAF2 1F3FC
108E43 31 8 1FAF1 1F3FE 200D 1FAF2 1F3FD
108E44 31 8 1FAF1 1F3FE 200D 1FAF2 1F3FF
108E45 31 8 1FAF1 1F3FF 200D 1FAF2 1F3FB
108E46 31 8 1FAF1 1F3FF 200D 1FAF2 1F3FC
108E47 31 8 1FAF1 1F3FF 200D 1FAF2 1F3FD
108E48 31 8 1FAF1 1F3FF 200D 1FAF2 1F3FE
108E49 31 8 1FAF1 1F3FB
108E4A 31 8 1FAF1 1F3FC
108E4B 31 8 1FAF1 1F3FD
108E4C 31 8 1FAF1 1F3FE
108E4D 31 8 1FAF1 1F3FF
108E4E 31 8 1FAF2 1F3FB
108E4F 31 8 1FAF2 1F3FC
108E50 31 8 1FAF2 1F3FD
108E51 31 8 1FAF2 1F3FE
108E52 31 8 1FAF2 1F3FF
108E53 31 8 1FAF3 1F3FB
108E54 31 8 1FAF3 1F3FC
108E55 31 8 1FAF3 1F3FD
108E56 31 8 1FAF3 1F3FE
108E57 31 8 1FAF3 1F3FF
108E58 31 8 1FAF4 1F3FB
108E59 31 8 1FAF4 1F3FC
108E5A 31 8 1FAF4 1F3FD
108E5B 31 8 1FAF4 1F3FE
108E5C 31 8 1FAF4 1F3FF
108E5D 31 8 1FAF5 1F3FB
108E5E 31 8 1FAF5 1F3FC
108E5F 31 8 1FAF5 1F3FD
108E60 31 8 1FAF5 1F3FE
108E61 31 8 1FAF5 1F3FF
108E62 31 8 1FAF6 1F3FB
108E63 31 8 1FAF6 1F3FC
108E64 31 8 1FAF6 1F3FD
108E65 31 8 1FAF6 1F3FE
108E66 31 8 1FAF6 1F3FF
